1; -0.000345; -0.000772; 0.000020; 0.000000
2; -0.001145; -0.002290; 0.000041; 0.000000
3; -0.002290; -0.004606; 0.000085; -0.000000
4; -0.003845; -0.007697; 0.000139; -0.000000
5; -0.005767; -0.011539; 0.000208; -0.000000
6; -0.008060; -0.016132; 0.000291; -0.000000
7; -0.010731; -0.021476; 0.000388; 0.000000
8; -0.013768; -0.027562; 0.000498; 0.000000
9; -0.017170; -0.034381; 0.000622; 0.000000
10; -0.020934; -0.041926; 0.000759; -0.000000
11; -0.025049; -0.050181; 0.000909; -0.000000
12; -0.029513; -0.059142; 0.001072; 0.000000
13; -0.034319; -0.068794; 0.001248; 0.000000
14; -0.039457; -0.079123; 0.001437; 0.000000
15; -0.044923; -0.090119; 0.001639; 0.000000
16; -0.050709; -0.101766; 0.001852; 0.000000
17; -0.056807; -0.114051; 0.002077; -0.000000
18; -0.063209; -0.126959; 0.002314; 0.000000
19; -0.069905; -0.140475; 0.002562; 0.000000
20; -0.076890; -0.154584; 0.002820; -0.000000
21; -0.084153; -0.169269; 0.003089; -0.000000
22; -0.091686; -0.184514; 0.003367; -0.000000
23; -0.099481; -0.200302; 0.003655; -0.000000
24; -0.107527; -0.216617; 0.003951; 0.000000
25; -0.115818; -0.233441; 0.004255; 0.000000
26; -0.124342; -0.250757; 0.004565; 0.000000
27; -0.133091; -0.268548; 0.004883; 0.000000
28; -0.142057; -0.286795; 0.005206; -0.000000
29; -0.151230; -0.305483; 0.005533; 0.000000
30; -0.160601; -0.324593; 0.005865; -0.000000
31; -0.170161; -0.344107; 0.006199; -0.000000
32; -0.179900; -0.364007; 0.006534; -0.000000
33; -0.189810; -0.384276; 0.006870; -0.000000
34; -0.199882; -0.404897; 0.007206; 0.000000
35; -0.210107; -0.425851; 0.007540; 0.000000
36; -0.220475; -0.447121; 0.007870; -0.000000
37; -0.230978; -0.468690; 0.008196; 0.000000
38; -0.241607; -0.490540; 0.008515; -0.000000
39; -0.252353; -0.512653; 0.008826; 0.000000
40; -0.263207; -0.535014; 0.009128; -0.000000
41; -0.274161; -0.557603; 0.009418; -0.000000
42; -0.285205; -0.580405; 0.009694; -0.000000
43; -0.296332; -0.603403; 0.009955; 0.000000
44; -0.307532; -0.626578; 0.010197; -0.000000
45; -0.318796; -0.649916; 0.010418; 0.000000
46; -0.330117; -0.673399; 0.010616; -0.000000
47; -0.341485; -0.697010; 0.010787; -0.000000
48; -0.352892; -0.720734; 0.010929; -0.000000
49; -0.364329; -0.744554; 0.011037; -0.000000
50; -0.375788; -0.768453; 0.011108; 0.000000
51; -0.387260; -0.792416; 0.011137; -0.000000
52; -0.398737; -0.816427; 0.011120; -0.000000
